STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,WT01,WT06,WT02,WT04,WT08
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131201,0.00,0.0,0.0,-9999,49,36,1.8,270,300,6.9,10.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131202,0.00,0.0,0.0,-9999,49,41,3.1,70,80,8.1,11.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131203,0.00,0.0,0.0,-9999,53,38,3.1,260,240,8.1,12.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131204,0.00,0.0,0.0,-9999,52,41,2.9,60,140,8.1,12.1,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131205,0.01,0.0,0.0,-9999,60,48,2.5,270,170,8.9,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131206,0.73,0.0,0.0,-9999,62,37,5.8,10,10,15.0,21.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131207,0.14,0.0,0.0,-9999,41,32,6.0,310,280,13.0,21.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131208,0.08,0.0,0.7,-9999,33,29,6.3,70,60,15.0,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131209,0.30,0.0,0.0,-9999,39,31,6.7,70,60,21.9,31.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131210,0.23,0.0,1.4,-9999,37,30,6.5,270,270,14.1,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131211,0.00,0.0,0.0,-9999,33,27,7.6,250,250,15.0,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131212,0.00,0.0,0.0,-9999,30,23,7.4,260,310,16.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131213,0.00,0.0,0.0,-9999,35,23,5.6,250,270,18.1,29.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131214,0.73,0.0,5.0,-9999,34,22,10.1,70,70,21.0,31.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131215,0.72,3.1,0.0,-9999,40,30,8.7,60,40,21.0,28.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131216,0.00,3.1,0.0,-9999,33,25,7.8,260,290,17.0,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131217,0.19,3.1,1.5,-9999,32,24,6.0,20,60,13.0,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131218,0.00,3.9,0.0,-9999,37,23,6.7,290,270,14.1,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131219,0.00,3.1,0.0,-9999,47,30,4.9,240,240,15.0,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131220,0.00,3.1,0.0,-9999,53,41,5.1,240,240,16.1,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131221,0.01,1.2,0.0,-9999,65,51,7.8,250,240,16.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131222,0.00,0.0,0.0,-9999,71,61,5.6,250,250,16.1,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131223,0.51,0.0,0.0,-9999,64,42,4.7,360,350,17.0,29.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131224,0.00,0.0,0.0,-9999,42,26,8.3,310,310,18.1,29.1,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131225,0.00,0.0,0.0,-9999,31,19,4.7,300,300,21.0,35.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131226,0.00,0.0,0.0,-9999,36,30,5.4,290,240,14.1,23.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131227,0.00,0.0,0.0,-9999,40,31,5.8,290,250,12.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131228,0.00,0.0,0.0,-9999,55,36,7.2,250,240,16.1,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131229,1.20,0.0,0.0,-9999,48,41,6.0,60,320,16.1,25.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131230,0.00,0.0,0.0,-9999,45,23,6.3,300,300,15.0,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20131231,0.00,0.0,0.0,-9999,32,21,5.8,290,280,17.0,28.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140101,0.00,0.0,0.0,-9999,33,24,5.6,280,300,14.1,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140102,0.33,0.0,3.1,-9999,33,18,12.3,50,50,21.0,28.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140103,0.29,5.9,3.3,-9999,18,9,10.5,360,310,21.0,29.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140104,0.00,5.9,0.0,-9999,29,8,4.9,260,240,8.9,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140105,0.14,3.9,0.0,-9999,40,27,3.8,70,240,6.9,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140106,0.36,1.2,0.0,-9999,55,19,8.5,290,300,18.1,29.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140107,0.00,0.0,0.0,-9999,19,4,13.2,280,270,23.0,38.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140108,0.00,0.0,0.0,-9999,22,9,7.2,290,290,15.0,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140109,0.00,0.0,0.0,-9999,32,22,2.9,350,320,12.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140110,0.11,0.0,0.0,-9999,37,30,3.4,50,160,8.1,11.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140111,0.50,0.0,0.0,-9999,58,37,7.2,180,170,17.0,28.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140112,0.05,0.0,0.0,-9999,54,38,8.3,290,290,19.9,31.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140113,0.00,0.0,0.0,-9999,51,37,5.1,180,170,14.1,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140114,0.38,0.0,0.0,-9999,52,44,4.9,230,250,13.0,21.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140115,0.00,0.0,0.0,-9999,47,39,2.9,160,190,12.1,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140116,0.00,0.0,0.0,-9999,42,36,4.0,10,50,10.1,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140117,0.00,0.0,0.0,-9999,44,33,3.6,170,180,12.1,19.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140118,0.07,0.0,0.0,-9999,41,29,7.2,290,300,15.0,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140119,0.00,0.0,0.0,-9999,38,24,7.4,260,250,21.0,34.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140120,0.00,0.0,0.0,-9999,46,31,7.4,270,280,17.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140121,0.46,0.0,11.0,-9999,31,11,10.5,30,40,19.9,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140122,0.02,11.0,0.5,-9999,17,5,8.7,360,350,21.9,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140123,0.00,7.1,0.0,-9999,20,7,7.2,290,280,16.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140124,0.00,5.9,0.0,-9999,20,10,8.1,250,240,17.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140125,0.04,3.9,1.0,-9999,28,19,7.6,230,240,17.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140126,0.00,3.9,0.0,-9999,34,17,-9999,280,280,16.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140127,0.00,3.1,0.0,-9999,44,21,7.8,300,300,17.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140128,0.00,1.2,0.0,-9999,21,12,6.0,310,280,15.0,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140129,0.04,2.0,0.8,-9999,23,14,6.5,260,250,15.0,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140130,0.00,1.0,0.0,-9999,30,16,3.8,270,270,8.9,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140131,0.00,1.2,0.0,-9999,39,25,4.9,260,260,14.1,21.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140201,0.00,1.2,0.0,-9999,45,36,3.6,180,190,13.0,19.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140202,0.00,1.2,0.0,-9999,56,39,3.1,360,360,10.1,15.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140203,1.17,1.2,8.0,-9999,43,27,6.7,20,20,10.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140204,0.00,7.9,0.0,-9999,35,22,2.2,60,-9999,6.9,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140205,1.43,9.1,4.0,-9999,34,29,7.2,60,70,15.0,28.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140206,0.00,9.1,0.0,-9999,32,21,4.0,310,310,13.0,19.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140207,0.00,9.1,0.0,-9999,32,24,6.7,280,270,15.0,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140208,0.00,9.1,0.0,-9999,29,21,4.9,280,270,12.1,17.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140209,0.10,7.9,1.2,-9999,31,21,3.6,270,270,12.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140210,0.00,9.8,0.0,-9999,29,21,7.2,310,320,15.0,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140211,0.00,9.8,0.0,-9999,26,16,5.4,280,270,14.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140212,0.00,9.8,0.0,-9999,25,13,5.8,60,50,14.1,19.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140213,1.78,11.8,9.5,-9999,36,24,12.5,60,80,25.1,38.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140214,0.30,18.1,3.0,-9999,40,31,10.5,290,280,21.9,38.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140215,0.13,18.1,1.6,-9999,37,27,9.4,60,310,18.1,29.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140216,0.00,18.1,0.0,-9999,30,21,8.9,310,300,18.1,31.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140217,0.00,16.9,0.0,-9999,32,18,5.4,310,300,16.1,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140218,0.16,18.1,1.5,-9999,39,26,5.1,280,280,16.1,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140219,0.26,16.9,0.0,-9999,45,34,5.1,150,290,16.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140220,0.03,15.0,0.0,-9999,51,37,4.9,160,180,14.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140221,0.09,13.0,0.0,-9999,49,36,7.4,290,290,21.0,32.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140222,0.00,9.8,0.0,-9999,54,40,7.2,260,260,17.0,29.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140223,0.00,9.1,0.0,-9999,54,43,5.4,290,300,18.1,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140224,0.00,5.9,0.0,-9999,44,27,9.4,320,280,17.0,28.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140225,0.00,5.9,0.0,-9999,33,24,6.9,280,280,18.1,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140226,0.03,5.9,0.2,-9999,31,20,5.4,320,300,17.0,29.1,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140227,0.00,5.9,0.0,-9999,34,14,8.5,290,290,21.0,38.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140228,0.00,5.9,0.0,-9999,24,9,4.7,280,330,15.0,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140301,0.00,5.9,0.0,-9999,37,20,4.5,260,260,12.1,16.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140302,0.00,5.1,0.0,-9999,40,32,3.8,260,250,13.0,19.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140303,0.04,5.1,0.1,-9999,32,17,6.7,360,340,16.1,23.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140304,0.00,5.1,0.0,-9999,29,13,4.7,40,40,13.0,19.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140305,0.00,3.9,0.0,-9999,39,26,5.1,30,40,17.0,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140306,0.00,3.9,0.0,-9999,31,16,8.5,50,10,17.0,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140307,0.00,3.9,0.0,-9999,37,26,7.8,60,50,16.1,21.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140308,0.00,3.1,0.0,-9999,57,35,5.8,290,290,17.0,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140309,0.00,2.0,0.0,-9999,44,36,6.3,320,310,15.0,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140310,0.00,1.2,0.0,-9999,51,36,5.4,260,250,15.0,28.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140311,0.00,0.0,0.0,-9999,66,45,4.7,250,250,13.0,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140312,0.35,0.0,0.0,-9999,56,32,5.4,310,320,19.9,35.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140313,0.00,0.0,0.0,-9999,32,18,14.1,310,320,23.0,40.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140314,0.00,0.0,0.0,-9999,46,22,5.6,260,250,14.1,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140315,0.00,0.0,0.0,-9999,58,42,8.9,290,300,21.0,33.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140316,0.00,0.0,0.0,-9999,42,30,7.6,310,310,16.1,28.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140317,0.00,0.0,0.0,-9999,35,23,8.1,40,10,15.0,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140318,0.00,0.0,0.0,-9999,43,28,6.9,60,60,19.9,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140319,0.92,0.0,0.0,-9999,46,32,7.2,110,130,15.0,21.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140320,0.00,0.0,0.0,-9999,54,40,8.1,280,280,19.9,32.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140321,0.00,0.0,0.0,-9999,51,39,7.6,310,280,16.1,29.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140322,0.00,0.0,0.0,-9999,63,41,6.9,280,270,18.1,32.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140323,0.00,0.0,0.0,-9999,42,27,7.4,310,310,15.0,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140324,0.00,0.0,0.0,-9999,35,21,6.7,350,10,15.0,27.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140325,0.00,0.0,0.0,-9999,39,26,5.8,50,60,16.1,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140326,0.00,0.0,0.0,-9999,36,24,11.9,310,310,23.0,38.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140327,0.00,0.0,0.0,-9999,44,22,6.7,210,240,14.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140328,0.04,0.0,0.0,-9999,62,37,5.4,240,260,13.0,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140329,1.81,0.0,0.0,-9999,59,43,10.7,70,60,23.0,35.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140330,0.35,0.0,0.0,-9999,49,39,10.1,10,30,21.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140331,0.16,0.0,0.0,-9999,56,36,8.3,340,10,13.0,25.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140401,0.00,0.0,0.0,-9999,60,39,4.7,20,20,17.0,23.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140402,0.00,0.0,0.0,-9999,54,42,2.0,230,240,8.9,14.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140403,0.07,0.0,0.0,-9999,67,46,3.8,190,190,10.1,15.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140404,0.21,0.0,0.0,-9999,47,40,8.5,90,140,15.0,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140405,0.00,0.0,0.0,-9999,54,40,8.5,280,290,19.9,36.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140406,0.00,0.0,0.0,-9999,61,36,4.3,280,310,13.0,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140407,0.52,0.0,0.0,-9999,53,43,6.0,70,50,16.1,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140408,0.34,0.0,0.0,-9999,64,46,6.9,290,250,17.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140409,0.00,0.0,0.0,-9999,61,45,6.9,310,310,17.0,31.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140410,0.00,0.0,0.0,-9999,58,42,6.9,170,180,16.1,28.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140411,0.00,0.0,0.0,-9999,75,56,5.8,270,260,13.0,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140412,0.00,0.0,0.0,-9999,73,50,4.3,210,180,14.1,21.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140413,0.00,0.0,0.0,-9999,77,54,5.8,180,180,15.0,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140414,0.00,0.0,0.0,-9999,75,59,7.4,180,180,17.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140415,0.71,0.0,0.0,-9999,63,33,8.7,310,320,17.0,30.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140416,0.05,0.0,0.0,-9999,49,31,7.6,310,300,16.1,31.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140417,0.00,0.0,0.0,-9999,48,36,7.8,60,50,17.0,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140418,0.00,0.0,0.0,-9999,49,35,5.4,70,40,14.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140419,0.00,0.0,0.0,-9999,68,41,5.6,50,50,16.1,21.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140420,0.00,0.0,0.0,-9999,60,45,6.3,70,60,16.1,25.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140421,0.00,0.0,0.0,-9999,67,41,4.3,150,150,13.0,18.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140422,0.01,0.0,0.0,-9999,71,51,5.6,240,240,13.0,21.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140423,0.00,0.0,0.0,-9999,61,44,9.4,310,300,21.0,36.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140424,0.00,0.0,0.0,-9999,62,42,8.5,310,310,18.1,31.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140425,0.02,0.0,0.0,-9999,63,44,4.9,170,180,16.1,23.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140426,0.92,0.0,0.0,-9999,67,46,5.4,170,290,14.1,21.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140427,0.00,0.0,0.0,-9999,59,47,5.8,10,300,16.1,21.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140428,0.00,0.0,0.0,-9999,67,45,4.3,30,40,14.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140429,0.03,0.0,0.0,-9999,52,43,8.9,110,140,16.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140430,4.97,0.0,0.0,-9999,52,41,8.3,70,110,18.1,25.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140501,0.12,0.0,0.0,-9999,78,51,4.5,290,300,13.0,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140502,0.00,0.0,0.0,-9999,70,56,4.5,290,280,16.1,25.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140503,0.08,0.0,0.0,-9999,71,54,3.4,280,290,12.1,19.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140504,0.02,0.0,0.0,-9999,65,54,8.3,280,290,21.0,34.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20140505,0.00,0.0,0.0,-9999,70,50,7.4,310,310,16.1,28.0,-9999,-9999,-9999,-9999,-9999
